pnr,train_number,train_name,train_type,priority,origin_code,origin_name,dest_code,dest_name,route_len_stations,route_station_codes,route_block_ids,route_block_distances_km,total_distance_km,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,dep_delay_min,arr_delay_min,current_location,distance_remaining_km,estimated_avg_speed_kmph,occupied_blocks,origin_platforms,dest_platforms,origin_tracks,dest_tracks,origin_electrified,dest_electrified,loco_type,max_permissible_speed_kmph,headway_min,rake_id,crew_id,maintenance_due,reservation_load_pct,coach_composition,estimated_total_seats,status,canceled,generated_timestamp
8656041339,22113,Vande Bharat Express 22113,Vande Bharat Express,5,NDLS,New Delhi,MAS,Chennai Central,10,NDLS|NGP|SBC|VSKP|MDU|JP|MFP|LKO|HWH|MAS,NDLS_NGP_2656;NGP_SBC_3221;SBC_VSKP_2844;VSKP_MDU_1072;MDU_JP_5743;JP_MFP_9586;MFP_LKO_3447;LKO_HWH_2388;HWH_MAS_2109,58;218;206;168;298;102;226;73;53,1402,2025-09-30 19:11,2025-10-01 09:14,2025-09-30 19:38,2025-10-01 09:58,27,44,NGP,987,113,HWH_MAS_2109,1,3,8,7,True,True,Diesel,103,7,RAKE_5274,CRW_91354,True,67.3,"{'CC': 8, 'EC': 1}",816,Upcoming,False,2025-09-11 18:05:31
9061507848,47151,Rajdhani Express 47151,Rajdhani Express,3,MDU,Madurai,HYB,Hyderabad,9,MDU|ASR|MAS|KYN|BPL|BBS|PURI|CNB|HYB,MDU_ASR_2385;ASR_MAS_5707;MAS_KYN_4416;KYN_BPL_1936;BPL_BBS_6815;BBS_PURI_8718;PURI_CNB_4379;CNB_HYB_657,167;141;172;149;194;77;130;178,1208,2025-09-30 09:17,2025-10-01 04:27,2025-09-30 09:35,2025-10-01 05:01,18,34,between_PURI_CNB_4379,1039,92,ASR_MAS_5707|BPL_BBS_6815,3,4,5,3,True,True,Electric,94,6,RAKE_1278,CRW_16713,False,11.7,"{'3A': 8, 'SL': 10, '2A': 2}",1392,Upcoming,False,2025-09-11 18:05:31
9865920110,20001,Rajdhani Express 20001,Rajdhani Express,4,LKO,Lucknow,BBS,Bhubaneswar,10,LKO|BBS|SUR|ASR|PURI|CNB|NGP|JP|BPL|BBS,LKO_BBS_5651;BBS_SUR_1972;SUR_ASR_8168;ASR_PURI_6336;PURI_CNB_9347;CNB_NGP_4988;NGP_JP_3680;JP_BPL_8877;BPL_BBS_2015,179;139;252;205;155;153;199;157;208,1647,2025-09-30 22:35,2025-10-01 21:51,2025-09-30 23:04,2025-10-01 22:30,29,39,between_BBS_SUR_1972,697,122,SUR_ASR_8168|ASR_PURI_6336|JP_BPL_8877|CNB_NGP_4988,4,7,6,4,True,False,Diesel,105,8,RAKE_7536,CRW_95079,True,79.3,"{'2A': 6, '3A': 10}",1224,Completed,False,2025-09-11 18:05:31
5507353735,24940,Rajdhani Express 24940,Rajdhani Express,5,BCT,Mumbai CSMT,SBC,Bengaluru,8,BCT|PRYJ|NZM|SUR|HWH|ASR|MFP|SBC,BCT_PRYJ_1659;PRYJ_NZM_9670;NZM_SUR_2968;SUR_HWH_3726;HWH_ASR_4036;ASR_MFP_1895;MFP_SBC_5256,115;251;227;83;291;163;229,1359,2025-09-30 14:09,2025-10-01 12:39,2025-09-30 14:18,2025-10-01 13:28,9,49,between_HWH_ASR_4036,814,61,HWH_ASR_4036|MFP_SBC_5256|ASR_MFP_1895|BCT_PRYJ_1659,2,10,7,3,False,False,Electric,102,5,RAKE_7736,CRW_54044,True,28.4,"{'CC': 8, 'EC': 1}",786,At Station,True,2025-09-11 18:05:31
6444779587,53907,Superfast Express 53907,Superfast Express,4,BBS,Bhubaneswar,BPL,Bhopal Junction,9,BBS|VSKP|CBE|CNB|HYB|KYN|GHY|MAS|BPL,BBS_VSKP_7095;VSKP_CBE_1018;CBE_CNB_5386;CNB_HYB_9960;HYB_KYN_3747;KYN_GHY_1317;GHY_MAS_7935;MAS_BPL_8746,136;113;126;137;80;265;193;123,1173,2025-09-30 22:21,2025-10-01 16:38,2025-09-30 22:39,2025-10-01 17:28,18,50,CNB,723,121,KYN_GHY_1317|BBS_VSKP_7095|GHY_MAS_7935|HYB_KYN_3747,3,6,5,3,True,False,Diesel,102,5,RAKE_5853,CRW_90772,False,74.6,"{'CC': 10, 'EC': 2}",1296,Upcoming,False,2025-09-13 18:05:31
4961473080,80469,Passenger 80469,Passenger,2,HYB,Hyderabad,PURI,Puri,7,HYB|NDLS|MDU|PRYJ|SUR|NZM|PURI,HYB_NDLS_9757;NDLS_MDU_6906;MDU_PRYJ_5055;PRYJ_SUR_5127;SUR_NZM_5868;NZM_PURI_2154,101;297;273;162;233;107,1173,2025-09-30 16:15,2025-10-01 12:57,2025-09-30 16:35,2025-10-01 13:29,20,32,between_SUR_NZM_5868,625,126,SUR_NZM_5868,6,4,4,5,False,False,Diesel,139,5,RAKE_8830,CRW_85430,True,21.8,"{'CC': 8, 'EC': 1}",1296,At Station,False,2025-09-08 18:05:31
2851150403,49429,Goods 49429,Goods,2,ASR,Amritsar,VSKP,Visakhapatnam,10,ASR|SUR|TVC|PURI|NZM|HYB|PRYJ|NDLS|CBE|VSKP,ASR_SUR_8602;SUR_TVC_9002;TVC_PURI_7979;PURI_NZM_2000;NZM_HYB_9371;HYB_PRYJ_305;PRYJ_NDLS_6557;NDLS_CBE_6141;CBE_VSKP_8460,195;269;231;246;157;83;117;251;158,1707,2025-09-30 21:24,2025-10-01 23:14,2025-09-30 21:41,2025-10-02 00:09,17,55,between_HYB_PRYJ_305,1220,122,NZM_HYB_9371,8,6,2,4,False,True,Electric,148,5,RAKE_5019,CRW_31933,True,24.2,"{'EC': 2, 'CC': 10}",624,Upcoming,True,2025-09-10 18:05:31
1425594325,82059,Vande Bharat Express 82059,Vande Bharat Express,1,ASR,Amritsar,KYN,Kalyan,4,ASR|HYB|PRYJ|KYN,ASR_HYB_9339;HYB_PRYJ_8900;PRYJ_KYN_648,116;69;93,278,2025-09-30 21:35,2025-10-01 00:28,2025-09-30 21:42,2025-10-01 01:02,7,34,between_ASR_HYB_9339,75,82,HYB_PRYJ_8900|ASR_HYB_9339,1,8,5,2,True,False,Electric,132,3,RAKE_9329,CRW_60825,False,50.9,"{'3A': 8, 'SL': 10, '2A': 2}",786,Running,False,2025-09-11 18:05:31
2020116288,65293,Rajdhani Express 65293,Rajdhani Express,5,SUR,Surat,CBE,Coimbatore,6,SUR|ASR|JP|HYB|CBE|CBE,SUR_ASR_7954;ASR_JP_2859;JP_HYB_3937;HYB_CBE_248;CBE_CBE_9402,96;297;272;110;300,1075,2025-09-30 17:51,2025-10-01 05:10,2025-09-30 17:57,2025-10-01 05:55,6,45,ASR,996,118,HYB_CBE_248|JP_HYB_3937,6,12,8,7,True,True,Electric,101,9,RAKE_4339,CRW_64018,True,1.3,"{'3A': 8, 'SL': 10, '2A': 2}",1224,Cancelled,False,2025-09-15 18:05:31
8324684142,95897,Vande Bharat Express 95897,Vande Bharat Express,5,TVC,Trivandrum Central,BBS,Bhubaneswar,6,TVC|ASR|HWH|MDU|JP|BBS,TVC_ASR_7137;ASR_HWH_1692;HWH_MDU_9024;MDU_JP_8407;JP_BBS_2749,96;87;224;131;172,710,2025-09-30 14:22,2025-10-01 01:06,2025-09-30 14:40,2025-10-01 01:21,18,15,between_TVC_ASR_7137,406,128,ASR_HWH_1692|MDU_JP_8407|HWH_MDU_9024|JP_BBS_2749,11,3,6,6,True,True,Electric,103,4,RAKE_1208,CRW_22661,False,60.7,"{'SL': 8, '2S': 6}",1392,Running,False,2025-09-15 18:05:31
1243664039,60976,Duronto Express 60976,Duronto Express,1,NDLS,New Delhi,LKO,Lucknow,4,NDLS|ASR|CBE|LKO,NDLS_ASR_5229;ASR_CBE_3931;CBE_LKO_7656,261;55;136,452,2025-09-30 12:14,2025-09-30 17:03,2025-09-30 12:13,2025-09-30 17:29,-1,26,ASR,440,95,ASR_CBE_3931,1,12,6,2,False,False,Diesel,118,4,RAKE_8922,CRW_77157,False,8.4,"{'CC': 8, 'EC': 1}",786,Cancelled,False,2025-09-11 18:05:31
8912321065,57177,Freight 57177,Freight,5,VSKP,Visakhapatnam,MFP,Mangalore,8,VSKP|BBS|SUR|MFP|TVC|JP|PURI|MFP,VSKP_BBS_9559;BBS_SUR_4656;SUR_MFP_6759;MFP_TVC_5118;TVC_JP_394;JP_PURI_4912;PURI_MFP_8383,82;92;287;232;181;175;89,1138,2025-09-30 21:36,2025-10-01 16:04,2025-09-30 21:53,2025-10-01 16:33,17,29,between_PURI_MFP_8383,635,126,BBS_SUR_4656|MFP_TVC_5118|VSKP_BBS_9559,12,8,7,2,False,False,Diesel,125,8,RAKE_3190,CRW_83898,False,45.0,"{'CC': 10, 'EC': 2}",786,Upcoming,False,2025-09-08 18:05:31
6851349874,13316,Shatabdi Express 13316,Shatabdi Express,3,MDU,Madurai,CNB,Kanpur Central,6,MDU|VSKP|CNB|NGP|CBE|CNB,MDU_VSKP_6196;VSKP_CNB_6958;CNB_NGP_6183;NGP_CBE_2019;CBE_CNB_6633,72;74;249;110;272,777,2025-09-30 04:48,2025-09-30 18:26,2025-09-30 05:08,2025-09-30 19:02,20,36,between_CBE_CNB_6633,61,122,CBE_CNB_6633|VSKP_CNB_6958,3,3,8,5,False,False,Electric,152,4,RAKE_8657,CRW_77392,False,53.2,"{'1A': 1, '2A': 4, '3A': 8}",786,At Station,False,2025-09-10 18:05:31
4177483851,37173,Rajdhani Express 37173,Rajdhani Express,1,MFP,Mangalore,LKO,Lucknow,4,MFP|SUR|HYB|LKO,MFP_SUR_7205;SUR_HYB_634;HYB_LKO_4456,188;207;226,621,2025-09-30 01:52,2025-09-30 12:20,2025-09-30 02:04,2025-09-30 12:43,12,23,between_SUR_HYB_634,422,63,SUR_HYB_634,6,11,6,2,True,False,Diesel,140,7,RAKE_5929,CRW_57773,False,96.9,"{'EC': 2, 'CC': 10}",624,Running,False,2025-09-15 18:05:31
3026882962,53659,Rajdhani Express 53659,Rajdhani Express,4,SBC,Bengaluru,BPL,Bhopal Junction,4,SBC|NDLS|PRYJ|BPL,SBC_NDLS_6139;NDLS_PRYJ_8924;PRYJ_BPL_8187,72;76;223,371,2025-09-30 04:03,2025-09-30 07:56,2025-09-30 04:12,2025-09-30 08:07,9,11,between_NDLS_PRYJ_8924,103,82,SBC_NDLS_6139,9,6,7,3,False,False,Diesel,153,3,RAKE_5470,CRW_26995,False,45.5,"{'2A': 6, '3A': 10}",624,Completed,False,2025-09-08 18:05:31
9727546518,97605,Tejas Express 97605,Tejas Express,2,JP,Jaipur,MDU,Madurai,12,JP|BPL|VSKP|PURI|LKO|MDU|CBE|NDLS|SUR|NGP|MFP|MDU,JP_BPL_8642;BPL_VSKP_9035;VSKP_PURI_2354;PURI_LKO_201;LKO_MDU_4893;MDU_CBE_4958;CBE_NDLS_837;NDLS_SUR_9413;SUR_NGP_1110;NGP_MFP_935;MFP_MDU_4811,125;171;101;227;146;246;67;77;262;202;140,1764,2025-09-30 22:49,2025-10-01 22:02,2025-09-30 22:57,2025-10-01 22:11,8,9,NGP,818,115,NDLS_SUR_9413|BPL_VSKP_9035,3,1,5,4,True,False,Electric,126,5,RAKE_8545,CRW_15867,False,79.7,"{'CC': 8, 'EC': 1}",816,Running,False,2025-09-14 18:05:31
2606990958,93431,Duronto Express 93431,Duronto Express,4,BCT,Mumbai CSMT,SBC,Bengaluru,7,BCT|MDU|CNB|HYB|HWH|PRYJ|SBC,BCT_MDU_9247;MDU_CNB_6505;CNB_HYB_4017;HYB_HWH_7178;HWH_PRYJ_3492;PRYJ_SBC_7156,292;54;275;217;171;155,1164,2025-09-30 00:03,2025-09-30 13:32,2025-09-30 00:14,2025-09-30 13:56,11,24,between_HYB_HWH_7178,144,79,PRYJ_SBC_7156|HWH_PRYJ_3492|HYB_HWH_7178,4,6,8,4,False,True,Electric,107,9,RAKE_6773,CRW_19167,True,10.7,"{'3A': 6, 'SL': 12}",1392,Upcoming,False,2025-09-09 18:05:31
8823369317,60604,Rajdhani Express 60604,Rajdhani Express,4,PRYJ,Prayagraj,VSKP,Visakhapatnam,6,PRYJ|KYN|BBS|LKO|SUR|VSKP,PRYJ_KYN_1947;KYN_BBS_4296;BBS_LKO_5902;LKO_SUR_6243;SUR_VSKP_7779,188;134;62;115;255,754,2025-09-30 05:06,2025-09-30 16:23,2025-09-30 05:05,2025-09-30 16:52,-1,29,between_BBS_LKO_5902,540,75,SUR_VSKP_7779|PRYJ_KYN_1947|KYN_BBS_4296,9,4,3,3,True,False,Diesel,117,10,RAKE_8666,CRW_67473,False,27.0,"{'EC': 2, 'CC': 10}",816,Running,False,2025-09-08 18:05:31
4763624392,75838,Freight 75838,Freight,2,MDU,Madurai,BBS,Bhubaneswar,4,MDU|GHY|NGP|BBS,MDU_GHY_6912;GHY_NGP_1007;NGP_BBS_1221,64;63;196,323,2025-09-30 01:37,2025-09-30 07:46,2025-09-30 01:46,2025-09-30 08:31,9,45,MDU,157,72,MDU_GHY_6912,3,12,5,3,True,False,Diesel,122,6,RAKE_5398,CRW_23400,True,35.8,"{'CC': 8, 'EC': 1}",1296,Running,False,2025-09-09 18:05:31
6957283263,67363,Tejas Express 67363,Tejas Express,3,SUR,Surat,MDU,Madurai,6,SUR|TVC|MAS|GHY|CBE|MDU,SUR_TVC_1962;TVC_MAS_9165;MAS_GHY_8415;GHY_CBE_3314;CBE_MDU_2990,213;196;128;250;140,927,2025-09-30 12:46,2025-09-30 23:07,2025-09-30 13:15,2025-09-30 23:40,29,33,between_GHY_CBE_3314,851,105,MAS_GHY_8415|SUR_TVC_1962|GHY_CBE_3314|TVC_MAS_9165,10,6,8,4,False,False,Diesel,121,7,RAKE_9470,CRW_54526,False,5.1,"{'1A': 1, '2A': 4, '3A': 8}",786,Completed,False,2025-09-13 18:05:31
2548447877,17943,Vande Bharat Express 17943,Vande Bharat Express,1,ASR,Amritsar,CBE,Coimbatore,5,ASR|VSKP|BBS|MFP|CBE,ASR_VSKP_6458;VSKP_BBS_6148;BBS_MFP_6522;MFP_CBE_7498,188;77;132;75,472,2025-09-30 17:56,2025-09-30 22:54,2025-09-30 18:03,2025-09-30 23:27,7,33,between_BBS_MFP_6522,427,115,MFP_CBE_7498|BBS_MFP_6522|ASR_VSKP_6458,4,4,4,4,True,False,Diesel,159,3,RAKE_5370,CRW_11599,False,84.1,"{'3A': 6, 'SL': 12}",1392,Running,False,2025-09-15 18:05:31
7213900403,55235,Superfast Express 55235,Superfast Express,4,LKO,Lucknow,NDLS,New Delhi,11,LKO|NGP|TVC|NDLS|CBE|HWH|NZM|GHY|PRYJ|BCT|NDLS,LKO_NGP_4735;NGP_TVC_9211;TVC_NDLS_5256;NDLS_CBE_4803;CBE_HWH_837;HWH_NZM_4555;NZM_GHY_4584;GHY_PRYJ_8314;PRYJ_BCT_9328;BCT_NDLS_4874,225;70;140;91;161;136;50;143;218;221,1455,2025-09-30 23:25,2025-10-02 03:07,2025-09-30 23:40,2025-10-02 03:33,15,26,between_NDLS_CBE_4803,349,103,TVC_NDLS_5256|BCT_NDLS_4874|NDLS_CBE_4803,5,7,6,4,True,True,Electric,91,5,RAKE_9163,CRW_52070,False,98.3,"{'1A': 1, '2A': 4, '3A': 8}",1392,At Station,False,2025-09-09 18:05:31
9195720054,19513,Rajdhani Express 19513,Rajdhani Express,5,SUR,Surat,PRYJ,Prayagraj,5,SUR|VSKP|NZM|TVC|PRYJ,SUR_VSKP_7142;VSKP_NZM_9282;NZM_TVC_3289;TVC_PRYJ_9466,129;251;202;91,673,2025-09-30 08:01,2025-09-30 15:56,2025-09-30 08:28,2025-09-30 16:58,27,62,between_VSKP_NZM_9282,122,61,SUR_VSKP_7142|VSKP_NZM_9282|NZM_TVC_3289,12,11,6,6,False,True,Diesel,111,3,RAKE_2466,CRW_25689,False,1.9,"{'1A': 1, '2A': 4, '3A': 8}",1008,Upcoming,False,2025-09-15 18:05:31
4866706919,53992,Duronto Express 53992,Duronto Express,1,PRYJ,Prayagraj,BBS,Bhubaneswar,8,PRYJ|NGP|TVC|MAS|ASR|JP|MFP|BBS,PRYJ_NGP_4755;NGP_TVC_2548;TVC_MAS_321;MAS_ASR_1735;ASR_JP_187;JP_MFP_535;MFP_BBS_1113,226;217;188;87;170;297;125,1310,2025-09-30 08:03,2025-09-30 21:30,2025-09-30 08:28,2025-09-30 22:09,25,39,TVC,1105,119,TVC_MAS_321|MAS_ASR_1735,3,3,6,6,True,False,Electric,148,8,RAKE_8007,CRW_22401,False,23.8,"{'3A': 6, 'SL': 12}",624,At Station,False,2025-09-14 18:05:31
7095795487,28555,Shatabdi Express 28555,Shatabdi Express,5,NDLS,New Delhi,BBS,Bhubaneswar,7,NDLS|JP|ASR|NGP|KYN|HYB|BBS,NDLS_JP_545;JP_ASR_927;ASR_NGP_5384;NGP_KYN_6164;KYN_HYB_4845;HYB_BBS_1966,110;184;114;190;154;58,810,2025-09-30 18:40,2025-10-01 09:01,2025-09-30 19:05,2025-10-01 10:05,25,64,KYN,639,99,ASR_NGP_5384|HYB_BBS_1966,1,10,4,4,True,True,Diesel,93,10,RAKE_6485,CRW_19894,False,86.9,"{'1A': 1, '2A': 4, '3A': 8}",816,Running,False,2025-09-10 18:05:31
8062725959,55317,Duronto Express 55317,Duronto Express,4,PRYJ,Prayagraj,HYB,Hyderabad,9,PRYJ|VSKP|SBC|CNB|KYN|PURI|CBE|ASR|HYB,PRYJ_VSKP_9853;VSKP_SBC_2389;SBC_CNB_5896;CNB_KYN_7687;KYN_PURI_3573;PURI_CBE_5178;CBE_ASR_2461;ASR_HYB_2024,247;120;149;209;128;176;206;140,1375,2025-09-30 22:13,2025-10-01 14:56,2025-09-30 22:30,2025-10-01 15:33,17,37,between_VSKP_SBC_2389,1172,63,PURI_CBE_5178|CBE_ASR_2461|SBC_CNB_5896|PRYJ_VSKP_9853,3,2,8,3,True,False,Diesel,153,10,RAKE_1376,CRW_89494,True,67.1,"{'SL': 8, '2S': 6}",1224,At Station,False,2025-09-11 18:05:31
6275576471,30495,Goods 30495,Goods,1,TVC,Trivandrum Central,MFP,Mangalore,12,TVC|NGP|MAS|LKO|BCT|KYN|SUR|HWH|JP|HYB|BBS|MFP,TVC_NGP_9617;NGP_MAS_3489;MAS_LKO_4471;LKO_BCT_2666;BCT_KYN_5075;KYN_SUR_5291;SUR_HWH_5903;HWH_JP_9031;JP_HYB_2288;HYB_BBS_1928;BBS_MFP_7223,197;198;58;125;133;246;98;146;130;110;88,1529,2025-09-30 04:10,2025-10-01 04:35,2025-09-30 04:08,2025-10-01 04:50,-2,15,between_SUR_HWH_5903,1306,83,TVC_NGP_9617|BBS_MFP_7223,6,3,4,2,True,True,Electric,91,7,RAKE_4107,CRW_53193,False,17.0,"{'1A': 1, '2A': 4, '3A': 8}",1296,Running,False,2025-09-09 18:05:31
3803673451,76069,Superfast Express 76069,Superfast Express,3,MAS,Chennai Central,PURI,Puri,5,MAS|CBE|SBC|NDLS|PURI,MAS_CBE_7258;CBE_SBC_933;SBC_NDLS_1359;NDLS_PURI_5822,280;296;113;146,835,2025-09-30 19:23,2025-10-01 07:04,2025-09-30 19:26,2025-10-01 07:09,3,5,MAS,676,65,SBC_NDLS_1359,9,5,7,7,False,False,Diesel,119,9,RAKE_7322,CRW_16244,False,9.1,"{'CC': 8, 'EC': 1}",786,Upcoming,True,2025-09-15 18:05:31
9144647900,92540,Mail/Express 92540,Mail/Express,4,ASR,Amritsar,SUR,Surat,6,ASR|SUR|NGP|BBS|CBE|SUR,ASR_SUR_6312;SUR_NGP_3919;NGP_BBS_7376;BBS_CBE_1307;CBE_SUR_9690,237;295;266;173;74,1045,2025-09-30 13:53,2025-10-01 04:58,2025-09-30 13:48,2025-10-01 04:55,-5,-3,between_CBE_SUR_9690,7,83,NGP_BBS_7376|SUR_NGP_3919|CBE_SUR_9690,12,9,6,7,False,True,Diesel,109,8,RAKE_3333,CRW_87545,False,41.0,"{'1A': 1, '2A': 4, '3A': 8}",786,Upcoming,False,2025-09-13 18:05:31
9721987283,30030,Rajdhani Express 30030,Rajdhani Express,5,NDLS,New Delhi,VSKP,Visakhapatnam,11,NDLS|VSKP|MDU|KYN|SUR|MAS|BBS|BCT|PURI|BPL|VSKP,NDLS_VSKP_872;VSKP_MDU_4616;MDU_KYN_1324;KYN_SUR_4765;SUR_MAS_6801;MAS_BBS_2194;BBS_BCT_2160;BCT_PURI_117;PURI_BPL_8203;BPL_VSKP_3811,82;53;164;72;206;100;298;232;100;114,1421,2025-09-30 15:38,2025-10-01 14:45,2025-09-30 15:51,2025-10-01 15:31,13,46,NDLS,490,130,MAS_BBS_2194|PURI_BPL_8203,8,10,2,2,True,True,Diesel,96,8,RAKE_7517,CRW_58590,False,93.8,"{'EC': 2, 'CC': 10}",1224,At Station,False,2025-09-09 18:05:31
6842738000,63310,Rajdhani Express 63310,Rajdhani Express,3,GHY,Guwahati,KYN,Kalyan,4,GHY|BBS|NGP|KYN,GHY_BBS_7983;BBS_NGP_3817;NGP_KYN_6961,294;92;170,556,2025-09-30 22:10,2025-10-01 07:02,2025-09-30 22:17,2025-10-01 07:48,7,46,between_GHY_BBS_7983,356,114,NGP_KYN_6961,4,11,2,3,True,False,Diesel,129,8,RAKE_1076,CRW_15190,True,7.4,"{'CC': 8, 'EC': 1}",1008,Completed,False,2025-09-11 18:05:31
2316025385,75318,Freight 75318,Freight,2,NGP,Nagpur,MAS,Chennai Central,4,NGP|PURI|NDLS|MAS,NGP_PURI_5428;PURI_NDLS_1236;NDLS_MAS_6421,115;104;52,271,2025-09-30 17:12,2025-09-30 20:20,2025-09-30 17:40,2025-09-30 21:25,28,65,between_PURI_NDLS_1236,206,79,NDLS_MAS_6421,6,6,6,8,True,False,Electric,95,5,RAKE_2804,CRW_62815,True,64.7,"{'SL': 8, '2S': 6}",1224,At Station,False,2025-09-08 18:05:31
1573398299,40656,Rajdhani Express 40656,Rajdhani Express,2,CBE,Coimbatore,SUR,Surat,4,CBE|PRYJ|JP|SUR,CBE_PRYJ_1141;PRYJ_JP_4317;JP_SUR_3918,166;292;106,564,2025-09-30 19:19,2025-10-01 01:10,2025-09-30 19:49,2025-10-01 02:04,30,54,PRYJ,328,88,PRYJ_JP_4317|JP_SUR_3918|CBE_PRYJ_1141,9,1,5,5,False,True,Electric,157,6,RAKE_2793,CRW_77731,False,19.1,"{'3A': 6, 'SL': 12}",786,Upcoming,False,2025-09-14 18:05:31
9016026550,58724,Goods 58724,Goods,3,MFP,Mangalore,NZM,Hazrat Nizamuddin,8,MFP|NDLS|VSKP|JP|CNB|HYB|BPL|NZM,MFP_NDLS_3045;NDLS_VSKP_7990;VSKP_JP_5857;JP_CNB_2287;CNB_HYB_472;HYB_BPL_3679;BPL_NZM_6601,208;179;172;150;237;52;159,1157,2025-09-30 23:43,2025-10-01 13:38,2025-10-01 00:13,2025-10-01 14:23,30,45,NDLS,490,122,MFP_NDLS_3045|VSKP_JP_5857|HYB_BPL_3679|NDLS_VSKP_7990,8,1,4,3,True,False,Electric,111,8,RAKE_7223,CRW_70699,True,39.1,"{'3A': 6, 'SL': 12}",786,Running,False,2025-09-11 18:05:31
3911751779,30006,Rajdhani Express 30006,Rajdhani Express,3,TVC,Trivandrum Central,BPL,Bhopal Junction,12,TVC|KYN|JP|BCT|SBC|PRYJ|CBE|NDLS|VSKP|MAS|CNB|BPL,TVC_KYN_3543;KYN_JP_2714;JP_BCT_3537;BCT_SBC_5360;SBC_PRYJ_8470;PRYJ_CBE_2273;CBE_NDLS_6281;NDLS_VSKP_4093;VSKP_MAS_1405;MAS_CNB_3129;CNB_BPL_4148,189;166;123;171;203;77;193;162;217;78;280,1859,2025-09-30 06:45,2025-10-01 04:01,2025-09-30 07:10,2025-10-01 04:17,25,16,between_PRYJ_CBE_2273,1667,93,KYN_JP_2714|VSKP_MAS_1405|JP_BCT_3537,3,2,5,8,True,True,Diesel,155,9,RAKE_3292,CRW_49565,True,31.6,"{'2A': 6, '3A': 10}",1224,Completed,False,2025-09-13 18:05:31
8068370153,33680,Vande Bharat Express 33680,Vande Bharat Express,2,GHY,Guwahati,NDLS,New Delhi,8,GHY|KYN|BBS|VSKP|LKO|PURI|NDLS|NDLS,GHY_KYN_3389;KYN_BBS_9504;BBS_VSKP_8790;VSKP_LKO_5767;LKO_PURI_4573;PURI_NDLS_748;NDLS_NDLS_9995,72;198;206;295;287;267;136,1461,2025-09-30 02:42,2025-10-01 02:16,2025-09-30 02:44,2025-10-01 02:19,2,3,between_LKO_PURI_4573,1392,95,LKO_PURI_4573|KYN_BBS_9504|BBS_VSKP_8790,4,10,4,6,False,False,Diesel,124,9,RAKE_9113,CRW_38738,True,53.3,"{'EC': 2, 'CC': 10}",1224,Cancelled,True,2025-09-09 18:05:31
4088736581,74504,Shatabdi Express 74504,Shatabdi Express,5,PURI,Puri,LKO,Lucknow,10,PURI|KYN|MFP|SUR|GHY|NZM|PRYJ|ASR|HWH|LKO,PURI_KYN_8012;KYN_MFP_1679;MFP_SUR_2704;SUR_GHY_2069;GHY_NZM_4970;NZM_PRYJ_3484;PRYJ_ASR_3355;ASR_HWH_3555;HWH_LKO_8800,105;117;234;139;183;150;64;62;250,1304,2025-09-30 00:27,2025-09-30 16:42,2025-09-30 00:37,2025-09-30 17:25,10,43,between_NZM_PRYJ_3484,18,90,KYN_MFP_1679,9,10,6,8,False,False,Diesel,135,7,RAKE_9825,CRW_41503,True,21.1,"{'EC': 2, 'CC': 10}",624,Running,False,2025-09-13 18:05:31
8319713303,77272,Passenger 77272,Passenger,2,BCT,Mumbai CSMT,MAS,Chennai Central,5,BCT|KYN|MAS|GHY|MAS,BCT_KYN_2928;KYN_MAS_7414;MAS_GHY_9711;GHY_MAS_2996,204;201;152;76,633,2025-09-30 06:11,2025-09-30 17:56,2025-09-30 06:26,2025-09-30 18:45,15,49,between_MAS_GHY_9711,220,78,BCT_KYN_2928,11,3,2,3,True,False,Diesel,160,5,RAKE_3052,CRW_46850,True,14.7,"{'CC': 10, 'EC': 2}",786,Running,True,2025-09-10 18:05:31
9974830389,35338,Passenger 35338,Passenger,4,BCT,Mumbai CSMT,SUR,Surat,4,BCT|MFP|PURI|SUR,BCT_MFP_7590;MFP_PURI_2296;PURI_SUR_5740,205;299;54,558,2025-09-30 04:12,2025-09-30 12:31,2025-09-30 04:37,2025-09-30 12:48,25,17,MFP,81,127,BCT_MFP_7590,5,12,7,5,False,False,Electric,143,4,RAKE_4362,CRW_48669,True,98.0,"{'1A': 1, '2A': 4, '3A': 8}",816,At Station,False,2025-09-11 18:05:31
7529160979,71105,Passenger 71105,Passenger,5,NZM,Hazrat Nizamuddin,BCT,Mumbai CSMT,6,NZM|NDLS|MAS|PURI|SUR|BCT,NZM_NDLS_9470;NDLS_MAS_5307;MAS_PURI_8889;PURI_SUR_5591;SUR_BCT_3805,63;212;161;257;209,902,2025-09-30 13:04,2025-09-30 23:24,2025-09-30 13:33,2025-10-01 00:00,29,36,between_MAS_PURI_8889,17,84,MAS_PURI_8889|PURI_SUR_5591|NZM_NDLS_9470|NDLS_MAS_5307,11,7,6,8,False,False,Diesel,103,5,RAKE_5572,CRW_99082,False,26.3,"{'2A': 6, '3A': 10}",624,Upcoming,False,2025-09-11 18:05:31
